Проект;Номер дома;Номер квартиры;Тип планировки;Общая площадь, кв,м,;Ссылка на планировку;Комнатность;Тип;Вид из окна;Этаж;Секция;Студия;Количество сан узлов;Размер сан узла №1;Размер сан узла №2;Размер сан узла №3;Размер сан узла №4;Размер коридора;Гардеробная;Кухня;Количество балконов;Размер балкона №1;Размер балкона №2;Размер балкона №3;Размер балкона №4;Размер балкона №5;Терраса №1;Терраса №2;Терраса №3;Терраса №4;Терраса №5;Жилая площадь за кв,м,;Размер второй комнаты;Размер третьей комнаты;Размер четвертой комнаты;Размер 5 комнаты;Размер 6 комнаты;Размер 7 комнаты;Размер 8 комнаты;Размер 9 комнаты;Цена за кв,м,;Цена за помещение, руб,;Статус;Дополнительный статус;Дата старта продаж;Дата продажи
Дружный;20,04;203;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;3;6;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 500,00;3 440 850,00;Продано;;;30.01.19
Дружный;20,04;228;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;8;6;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;44 500,00;3 519 950,00;Продано;;;16.04.19
Дружный;20,04;76;2К;61,6;https://drive.google.com/uc?id=1Ni7MvmA0tUaFl4w5sBb3k4MPHk3ep_d_;2;;во двор и на улицу;9;2;;2;1,6;3,4;;;12,7;0;12,8;1;6,9;;;;;;;;;;27,6;10,6;17;;;;;;;49 250,00;3 033 800,00;Свободно;;;
Дружный;25,03;50;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;2;2;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;49 250,00;2 772 775,00;Свободно;;;
Дружный;20,04;39;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;во двор;10;1;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;44 750,00;2 541 800,00;Продано;;;11.12.18
Дружный;20,04;192;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;на улицу;10;5;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;44 750,00;2 541 800,00;Продано;;;29.12.18
Дружный;20,04;198;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;2;6;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;44 000,00;3 480 400,00;Свободно;;;
Дружный;20,04;23;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;во двор;6;1;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;47 750,00;2 712 200,00;Продано;;;03.07.19
Дружный;20,04;27;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;во двор;7;1;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;47 750,00;2 712 200,00;Продано;;;08.04.19
Дружный;20,04;11;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;во двор;3;1;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 750,00;2 598 600,00;Продано;;;23.01.19
Дружный;20,04;176;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;на улицу;6;5;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;50 750,00;2 882 600,00;Свободно;;;
Дружный;20,04;31;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;во двор;8;1;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;48 750,00;2 769 000,00;Продано;;;13.09.19
Дружный;20,04;180;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;на улицу;7;5;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;50 750,00;2 882 600,00;Свободно;;;
Дружный;20,04;164;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;на улицу;3;5;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 750,00;2 598 600,00;Продано;;;12.02.19
Дружный;20,04;184;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;на улицу;8;5;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;48 750,00;2 769 000,00;Продано;;;09.07.19
Дружный;20,04;7;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;во двор;2;1;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 750,00;2 598 600,00;Продано;;;06.05.19
Дружный;20,04;160;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;на улицу;2;5;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;43 897,89;2 493 400,00;Продано;;;15.01.19
Дружный;20,04;80;2К;56,2;https://drive.google.com/uc?id=1wpFvPw-n7gMQUCZotAYdDjveRRtHgWXt;2;;во двор и на улицу;9;2;;2;1,6;3,4;;;9,1;0;10,2;1;7,1;;;;;;;;;;28,3;16,1;12,2;;;;;;;51 500,00;2 894 300,00;Свободно;;;
Дружный;25,03;108;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;5;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;109;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;5;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;148;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;5;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;149;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;5;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 500,00;2 570 750,00;Продано;;;23.08.19
Дружный;25,03;104;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;4;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;105;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;4;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;144;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;4;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;145;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;4;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;191;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;5;5;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;25,03;186;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;4;5;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;25,03;128;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;10;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;129;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;10;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;168;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;10;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;169;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;10;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;215;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;9;5;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;50 250,00;2 829 075,00;Свободно;;;
Дружный;25,03;113;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;6;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;152;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;6;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;153;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;6;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;112;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;6;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 500,00;2 570 750,00;Продано;;;26.09.19
Дружный;25,03;120;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;8;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;121;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;8;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;160;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;8;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;161;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;8;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;100;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;3;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;101;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;3;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;140;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;3;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;141;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;3;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;116;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;7;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;117;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;7;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;156;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;7;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;157;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;7;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;61;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;5;2;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;25,03;56;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;4;2;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;25,03;15;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;4;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Продано;;;08.10.19
Дружный;25,03;18;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;5;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;19;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;5;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 000,00;2 542 500,00;Продано;;;26.08.19
Дружный;25,03;14;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;4;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;216;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;10;5;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;25,03;85;2К;56,3;https://drive.google.com/uc?id=1PExvbD2WUkuCxC-Lono-daO0e4_HWD6i;2;;;9;2;;2;1,5;3;;;8,9;0;10,2;1;7,1;;;;;;;;;;29,1;16,1;13;;;;;;;51 500,00;2 899 450,00;Свободно;;;
Дружный;25,03;196;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;6;5;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;25,03;96;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;2;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;44 500,00;2 514 250,00;Продано;;;23.09.19
Дружный;25,03;136;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;2;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 250,00;2 556 625,00;Продано;;;04.10.19
Дружный;25,03;97;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;2;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 250,00;2 556 625,00;Свободно;;;
Дружный;25,03;137;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;2;4;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 250,00;2 556 625,00;Свободно;;;
Дружный;25,03;206;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;8;5;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;46 250,00;2 835 125,00;Продано;;;23.08.19
Дружный;25,03;181;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;3;5;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;46 250,00;2 835 125,00;Продано;;;21.08.19
Дружный;25,03;201;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;7;5;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;20,04;52;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;4;2;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;46 500,00;3 678 150,00;Свободно;;;
Дружный;20,04;57;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;5;2;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;45 500,00;3 599 050,00;Продано;;;06.04.19
Дружный;20,04;233;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;9;6;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;32 857,77;2 599 050,00;Продано;;;14.06.19
Дружный;25,03;86;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;10;2;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;25,03;38;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;10;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;39;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;10;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 500,00;2 570 750,00;Продано;;;11.09.19
Дружный;25,03;66;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;6;2;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;25,03;176;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;2;5;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;46 500,00;2 850 450,00;Свободно;;;
Дружный;25,03;22;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;6;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;23;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;6;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 500,00;2 570 750,00;Продано;;;18.09.19
Дружный;25,03;76;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;8;2;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;25,03;51;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;3;2;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;25,03;71;2К;61,3;https://drive.google.com/uc?id=1CtlKktH70VUl900ikrMv4OEhKY7ZrjMy;2;;;7;2;;2;1,5;3;;;10,4;2,9;10,8;1;6,7;;;;;;;;;;29,3;12,4;16,9;;;;;;;47 750,00;2 927 075,00;Свободно;;;
Дружный;25,03;30;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;8;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;31;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;8;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;10;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;3;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;11;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;3;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;26;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;7;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;27;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;7;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;20,04;82;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;10;2;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;46 500,00;3 678 150,00;Свободно;;;
Дружный;20,04;35;2К;56,8;https://drive.google.com/uc?id=1vFPPsxtpi7iyH6R8TMC80pR7uZ9gPj7v;2;;во двор;9;1;;2;2,5;1,5;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;50 750,00;2 882 600,00;Свободно;;;
Дружный;25,03;131;2К;61;https://drive.google.com/uc?id=1aPyqzNBTfZVl4hlclIWG_AIzBUbuCdl0;2;;;1;4;;2;1,5;3;;;8,7;2,6;15,9;1;3,4;;;;;;;;;;27,6;13;14,6;;;;;;;46 500,00;2 836 500,00;Свободно;;;
Дружный;25,03;92;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;1;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 250,00;2 556 625,00;Свободно;;;
Дружный;25,03;93;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;1;3;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;45 250,00;2 556 625,00;Свободно;;;
