Проект;Номер дома;Номер квартиры;Тип планировки;Общая площадь, кв,м,;Ссылка на планировку;Комнатность;Тип;Вид из окна;Этаж;Секция;Студия;Количество сан узлов;Размер сан узла №1;Размер сан узла №2;Размер сан узла №3;Размер сан узла №4;Размер коридора;Гардеробная;Кухня;Количество балконов;Размер балкона №1;Размер балкона №2;Размер балкона №3;Размер балкона №4;Размер балкона №5;Терраса №1;Терраса №2;Терраса №3;Терраса №4;Терраса №5;Жилая площадь за кв,м,;Размер второй комнаты;Размер третьей комнаты;Размер четвертой комнаты;Размер 5 комнаты;Размер 6 комнаты;Размер 7 комнаты;Размер 8 комнаты;Размер 9 комнаты;Цена за кв,м,;Цена за помещение, руб,;Статус;Дополнительный статус;Дата старта продаж;Дата продажи
Дружный;25,03;197;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;6;5;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Продано;;;18.09.19
Дружный;25,03;34;2К;56,5;https://drive.google.com/uc?id=1bSW9jm2mihyRwZxvaszsYq9dyJ3IzJqx;2;;;9;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;35;2К;56,5;https://drive.google.com/uc?id=1Fd1h28AA_xk6GU9rRxYBvUY2db6ZwGpC;2;;;9;1;;2;2,5;1,2;;;8,2;2,6;8,3;1;7,1;;;;;;;;;;30,1;14;16,1;;;;;;;46 250,00;2 613 125,00;Свободно;;;
Дружный;25,03;207;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;8;5;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;182;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;3;5;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;202;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;7;5;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;91;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;1;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;25,03;87;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;10;2;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;20,04;77;3К;79,1;https://drive.google.com/uc?id=12B0fP-xOHuYAQrDTFedYhNVafC1GsBOI;3;;на улицу;9;2;;2;1,7;3;;;14,2;0;10,9;1;3,3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;46 500,00;3 678 150,00;Свободно;;;
Дружный;25,03;5;3К;72,2;https://drive.google.com/uc?id=1pF7s85-R2GgvbC_5xUiidrio5cDpRJle;3;;;2;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;14,7;13,1;16,1;;;;;;46 000,00;3 321 200,00;Свободно;;;
Дружный;25,03;8;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;2;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;25,03;67;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;6;2;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;177;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;2;5;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;77;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;8;2;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;52;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;3;2;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;72;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;7;2;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;47;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;2;2;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;4;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;1;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;20,04;36;3К;71,6;https://drive.google.com/uc?id=1x2YMGkCQloIloupgsb1vjPj_s1FT3R4P;3;;во двор и на улицу;9;1;;2;1,6;3,4;;;10,4;1,1;8,5;1;7,1;;;;;;;;;;43;13;16,1;13,9;;;;;;52 000,00;3 723 200,00;Свободно;;;
Дружный;20,04;189;3К;71,9;https://drive.google.com/uc?id=1HtIjnvrrcRAvMI3QMX1HXbls7AoANOeb;3;;во двор и на улицу;9;5;;2;1,6;3,4;;;10,5;1,1;8,5;1;7,1;;;;;;;;;;43,2;13,1;16,1;14;;;;;;52 000,00;3 738 800,00;Свободно;;;
Дружный;25,03;172;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;1;5;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;42;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;1;2;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;123;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;9;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;126;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;9;3;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Продано;;;19.08.19
Дружный;25,03;163;3К;72;https://drive.google.com/uc?id=1jwUyzj_Rj8vQEYmPpBpDT4FcZR9Gbnrp;3;;;9;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;16,1;13;14,6;;;;;;47 750,00;3 438 000,00;Свободно;;;
Дружный;25,03;166;3К;72,2;https://drive.google.com/uc?id=1LR2hzs5TpG-XtxZ87OxXni3vKr1-tCBA;3;;;9;4;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;13,1;16,1;14,7;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;33;3К;72,2;https://drive.google.com/uc?id=1pF7s85-R2GgvbC_5xUiidrio5cDpRJle;3;;;9;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,9;14,7;13,1;16,1;;;;;;47 750,00;3 447 550,00;Свободно;;;
Дружный;25,03;36;3К;72;https://drive.google.com/uc?id=1j9XhV7dbdQ1InKCX9Q-Gm9ztFqkEBclK;3;;;9;1;;2;1,5;3;;;10,2;1,5;8,5;1;7,1;;;;;;;;;;43,7;13;16,1;14,6;;;;;;46 000,00;3 312 000,00;Свободно;;;
Дружный;25,03;212;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;9;5;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
Дружный;25,03;82;3К;79,3;https://drive.google.com/uc?id=1AnWSg-o2pddThEq_mhVn1fKp4PkJHAJW;3;;;9;2;;2;1,6;3;;;14,7;0;10,9;1;3;;;;;;;;;;47,6;16;13,5;18,1;;;;;;43 750,00;3 469 375,00;Свободно;;;
